target_pnc,target_name,all-associations,count-per-association
Renten-Scholz,Olaf Scholz,penner,1
Renten-Scholz,Olaf Scholz,er versaut uns die renten,1
Renten-Scholz,Olaf Scholz,er verspricht auch sichere renten,1
Renten-Scholz,Olaf Scholz,cum-ex-skandale,1
Renten-Scholz,Olaf Scholz,lügner,1
Renten-Scholz,Olaf Scholz,unfähig,1
Renten-Scholz,Olaf Scholz,rentenversicherung,1
Renten-Scholz,Olaf Scholz,aktueller kanzler,1
Renten-Scholz,Olaf Scholz,renten,1
Renten-Scholz,Olaf Scholz,finanzminister,1
Renten-Scholz,Olaf Scholz,wartburg,1
Renten-Scholz,Olaf Scholz,langweilig,1
Renten-Scholz,Olaf Scholz,vergessen,1
Renten-Scholz,Olaf Scholz,augenklappe,1
Renten-Scholz,Olaf Scholz,eintrittsalter,1
Renten-Scholz,Olaf Scholz,absage,1
Renten-Scholz,Olaf Scholz,will weniger frührentner,1
Renten-Scholz,Olaf Scholz,macht mal solche und mal solche aussagen,1
Renten-Scholz,Olaf Scholz,rentenalterstopp,1
Renten-Scholz,Olaf Scholz,grosse rede,1
Renten-Scholz,Olaf Scholz,falsche schlange,1
Renten-Scholz,Olaf Scholz,wirecard,1
Renten-Scholz,Olaf Scholz,finanzskandal,1
Renten-Scholz,Olaf Scholz,geldhinterziehung,1
Renten-Scholz,Olaf Scholz,glatze,1
Renten-Scholz,Olaf Scholz,gegner späterer verrentung,1
Renten-Scholz,Olaf Scholz,kein kriegstreiber,1
Rolli-Schäuble,Wolfgang Schäuble,rollstuhl,5
Rolli-Schäuble,Wolfgang Schäuble,attentat,5
Rolli-Schäuble,Wolfgang Schäuble,cdu,4
Rolli-Schäuble,Wolfgang Schäuble,rollstuhlfahrer,4
Rolli-Schäuble,Wolfgang Schäuble,politiker,2
Rolli-Schäuble,Wolfgang Schäuble,tot,2
Rolli-Schäuble,Wolfgang Schäuble,finanzminister,2
Rolli-Schäuble,Wolfgang Schäuble,behinderung,2
Rolli-Schäuble,Wolfgang Schäuble,war auf einen rollstuhl angewiesen,1
Rolli-Schäuble,Wolfgang Schäuble,verbissen,1
Rolli-Schäuble,Wolfgang Schäuble,saß im rolstuhl,1
Rolli-Schäuble,Wolfgang Schäuble,stand nicht zur debatte,1
Rolli-Schäuble,Wolfgang Schäuble,unzufrieden mensch,1
Rolli-Schäuble,Wolfgang Schäuble,schwer zu ertragen,1
Rolli-Schäuble,Wolfgang Schäuble,barrieren,1
Rolli-Schäuble,Wolfgang Schäuble,ehemaliger finanzminister,1
Rolli-Schäuble,Wolfgang Schäuble,schwäbische hausfrau,1
Rolli-Schäuble,Wolfgang Schäuble,anspielung auf das schäuble-attentat,1
Rolli-Schäuble,Wolfgang Schäuble,messer,1
Rolli-Schäuble,Wolfgang Schäuble,hals,1
Rolli-Schäuble,Wolfgang Schäuble,alt,1
Rolli-Schäuble,Wolfgang Schäuble,minister mit unterschiedlichen funktionen,1
Rolli-Schäuble,Wolfgang Schäuble,konservativ,1
Ruhrpott-Messi,Lionel Messi,fußballer,1
Ruhrpott-Messi,Lionel Messi,genie,1
Ruhrpott-Messi,Lionel Messi,steuerhinterzieher,1
Ruhrpott-Messi,Lionel Messi,50 meter solo,1
Ruhrpott-Messi,Lionel Messi,holtmann,1
Ruhrpott-Messi,Lionel Messi,fußball,1
Ruhrpott-Messi,Lionel Messi,guter fußballspieler,1
Ruhrpott-Messi,Lionel Messi,argentinien,1
Ruhrpott-Messi,Lionel Messi,weltfußballer,1
Ruhrpott-Messi,Lionel Messi,steuern,1
SPD-Giffey,Franziska Giffey,berlin,4
SPD-Giffey,Franziska Giffey,spd,2
SPD-Giffey,Franziska Giffey,politikerin,2
SPD-Giffey,Franziska Giffey,fistelstimme,1
SPD-Giffey,Franziska Giffey,doktorarbeit,1
SPD-Giffey,Franziska Giffey,spitzenkandidatin,1
SPD-Giffey,Franziska Giffey,familienministerin,1
SPD-Giffey,Franziska Giffey,plagiat,1
SPD-Giffey,Franziska Giffey,bürgermeisterin,1
SPD-Giffey,Franziska Giffey,eigentlich keine berlinerin,1
SPD-Giffey,Franziska Giffey,doktor-titel weg,1
SPD-Giffey,Franziska Giffey,mitglied bei der spd,1
SPD-Giffey,Franziska Giffey,bürgermeisterin von berlin,1
SPD-Giffey,Franziska Giffey,vorsitzende,1
SPD-Giffey,Franziska Giffey,stellvertretend,1
SPD-Giffey,Franziska Giffey,bekannt,1
SPD-Giffey,Franziska Giffey,bedeutend,1
SPD-Giffey,Franziska Giffey,spd-mitglied,1
SPD-Giffey,Franziska Giffey,bürgermeisterin berlin,1
SPD-Giffey,Franziska Giffey,zentristisch,1
SPD-Giffey,Franziska Giffey,große koalition,1
SPD-Scholz,Olaf Scholz,bundeskanzler,4
SPD-Scholz,Olaf Scholz,spd,3
SPD-Scholz,Olaf Scholz,politik,2
SPD-Scholz,Olaf Scholz,kanzler,2
SPD-Scholz,Olaf Scholz,gedächtnis,1
SPD-Scholz,Olaf Scholz,sozialdemokrat,1
SPD-Scholz,Olaf Scholz,rot,1
SPD-Scholz,Olaf Scholz,alt,1
SPD-Scholz,Olaf Scholz,spd-politiker,1
SPD-Scholz,Olaf Scholz,frühes politisches interesse,1
SPD-Scholz,Olaf Scholz,finanzminister,1
SPD-Scholz,Olaf Scholz,ampel-regierung,1
SPD-Scholz,Olaf Scholz,unbeliebtheit,1
SPD-Scholz,Olaf Scholz,cumex,1
SPD-Scholz,Olaf Scholz,wirecard,1
SPD-Scholz,Olaf Scholz,erinnerungsvermögen,1
SPD-Scholz,Olaf Scholz,teil der spd-partei,1
SPD-Scholz,Olaf Scholz,sozialdemokratie,1
SPD-Scholz,Olaf Scholz,politische partei,1
SPD-Scholz,Olaf Scholz,finanzpolitik,1
SPD-Scholz,Olaf Scholz,bundeskanzlerkandidat,1
SPD-Scholz,Olaf Scholz,linke,1
SPD-Scholz,Olaf Scholz,erfolgreich,1
SPD-Scholz,Olaf Scholz,parteimitglied der spd,1
SPD-Scholz,Olaf Scholz,vertritt punkte der partei,1
SPD-Scholz,Olaf Scholz,spitzenkandidat der spd,1
SPD-Scholz,Olaf Scholz,politiker,1
SPD-Scholz,Olaf Scholz,ehemaliger bürgermeister von hamburg,1
SPD-Scholz,Olaf Scholz,bundesminister der finanzen,1
SPD-Scholz,Olaf Scholz,kanzlerkandidat bei bundestagswahlen,1
SPD-Scholz,Olaf Scholz,sozialdemokratische partei deutschlands,1
Salto-Klose,Miroslav Klose,fußball,4
Salto-Klose,Miroslav Klose,salto,2
Salto-Klose,Miroslav Klose,torjubel,2
Salto-Klose,Miroslav Klose,torschütze,2
Salto-Klose,Miroslav Klose,sport,1
Salto-Klose,Miroslav Klose,macht oft saltos,1
Salto-Klose,Miroslav Klose,ist agil,1
Salto-Klose,Miroslav Klose,sportlich,1
Salto-Klose,Miroslav Klose,jung,1
Salto-Klose,Miroslav Klose,fußballer,1
Salto-Klose,Miroslav Klose,sportler,1
Salto-Klose,Miroslav Klose,unterhaltsam,1
Salto-Klose,Miroslav Klose,sympathisch,1
Salto-Klose,Miroslav Klose,wm-torschützenkönig,1
Salto-Klose,Miroslav Klose,kaiserslautern,1
Salto-Klose,Miroslav Klose,bayern,1
Salto-Klose,Miroslav Klose,2014,1
Salto-Klose,Miroslav Klose,deutscher rekordtorschütze,1
Salto-Klose,Miroslav Klose,kopfball,1
Salto-Klose,Miroslav Klose,überschätzt,1
Salto-Klose,Miroslav Klose,fußball?,1
Salto-Klose,Miroslav Klose,trainer?,1
Salto-Klose,Miroslav Klose,fußballtrainer,1
Salto-Klose,Miroslav Klose,fußballspieler,1
Salto-Klose,Miroslav Klose,erfolgreich,1
Salto-Klose,Miroslav Klose,tor schießen mit einem salto vorwärts,1
Salto-Klose,Miroslav Klose,ehemaliger nationalelf-spieler,1
Salto-Klose,Miroslav Klose,salto nach treffer,1
Salto-Klose,Miroslav Klose,deutschland,1
Salto-Klose,Miroslav Klose,profi,1
Schande-Höcke,Björn Höcke,afd,5
Schande-Höcke,Björn Höcke,nazi,3
Schande-Höcke,Björn Höcke,politiker,2
Schande-Höcke,Björn Höcke,mahnmal der schande,2
Schande-Höcke,Björn Höcke,sprach vom holocaustdenkmal als denkmal der schande,1
Schande-Höcke,Björn Höcke,er verharmlost den holocaust,1
Schande-Höcke,Björn Höcke,nazi-reden,1
Schande-Höcke,Björn Höcke,holocaust-verharmlosung,1
Schande-Höcke,Björn Höcke,thüringen,1
Schande-Höcke,Björn Höcke,idiot,1
Schande-Höcke,Björn Höcke,denkmal,1
Schande-Höcke,Björn Höcke,bernd,1
Schande-Höcke,Björn Höcke,björn,1
Schande-Höcke,Björn Höcke,spricht menschen ihre grundrechte ab,1
Schande-Höcke,Björn Höcke,macht radikale aussagen,1
Schande-Höcke,Björn Höcke,ein absolut rechtsextremes arschloch,1
Schande-Höcke,Björn Höcke,er meinte das kein land ein denkmal der schande erhalten würde in anspielung auf die holocaust-denkmäler,1
Schande-Höcke,Björn Höcke,rechtsradikal,1
Schande-Höcke,Björn Höcke,hitler,1
Schande-Höcke,Björn Höcke,denkmal berlin,1
Schande-Höcke,Björn Höcke,mensch mit problem die deutsche geschichte zu verstehen,1
Schande-Höcke,Björn Höcke,zentrum für politische schönheit,1
Schießbefehl-Petry,Frauke Petry,afd,5
Schießbefehl-Petry,Frauke Petry,rechts,4
Schießbefehl-Petry,Frauke Petry,flüchtlingskrise,2
Schießbefehl-Petry,Frauke Petry,grenzsicherheit,1
Schießbefehl-Petry,Frauke Petry,polarisierend,1
Schießbefehl-Petry,Frauke Petry,extremistisch,1
Schießbefehl-Petry,Frauke Petry,rechtsextrem,1
Schießbefehl-Petry,Frauke Petry,national,1
Schießbefehl-Petry,Frauke Petry,affektiert,1
Schießbefehl-Petry,Frauke Petry,machtsüchtig,1
Schießbefehl-Petry,Frauke Petry,vorsitzende,1
Schießbefehl-Petry,Frauke Petry,demonstrationen,1
Schießbefehl-Petry,Frauke Petry,nicht mehr präsent,1
Schießbefehl-Petry,Frauke Petry,menschenfeindin,1
Schießbefehl-Petry,Frauke Petry,neoliberal,1
Schießbefehl-Petry,Frauke Petry,ehemals afd,1
Schießbefehl-Petry,Frauke Petry,parteiaustritt,1
Schießbefehl-Petry,Frauke Petry,würde auf flüchtlinge schießen,1
Schießbefehl-Petry,Frauke Petry,aufwieglerisch,1
Schießbefehl-Petry,Frauke Petry,unehrlich,1
Schießbefehl-Petry,Frauke Petry,frauke petry,1
Schießbefehl-Petry,Frauke Petry,afd-vorsitzende,1
Schießbefehl-Petry,Frauke Petry,an grenze auf flüchlinge schießen,1
Schießbefehl-Petry,Frauke Petry,politikerin,1
Schießbefehl-Petry,Frauke Petry,mitglied der afd,1
Schießbefehl-Petry,Frauke Petry,gründerin einer eigenen partei,1
Schießbefehl-Petry,Frauke Petry,eu-außengrenze,1
Schießbefehl-Petry,Frauke Petry,waffeneinsatz auf flüchtlinge an grenzen,1
Schießbefehl-Petry,Frauke Petry,alice weidel,1
Schießbefehl-Petry,Frauke Petry,grenze,1
Schießbefehl-Petry,Frauke Petry,schießen,1
Schießbefehl-Petry,Frauke Petry,migration,1
Schießbefehl-Petry,Frauke Petry,grenzen,1
Schießbefehl-Petry,Frauke Petry,schießbefehl,1
Schießbefehl-Petry,Frauke Petry,kinder,1
Schießbefehl-Petry,Frauke Petry,frauen,1
Schießbefehl-Petry,Frauke Petry,ddr,1
Schiss-Gauland,Alexander Gauland,afd,5
Schiss-Gauland,Alexander Gauland,nazi,2
Schiss-Gauland,Alexander Gauland,stinkt,1
Schiss-Gauland,Alexander Gauland,scheißt sich ein,1
Schiss-Gauland,Alexander Gauland,wahrscheinlich wegen seinem historischen vergleich der ns-zeit,1
Schiss-Gauland,Alexander Gauland,alter mann,1
Schiss-Gauland,Alexander Gauland,wortgewandt,1
Schiss-Gauland,Alexander Gauland,mediengeil,1
Schiss-Gauland,Alexander Gauland,vogelschiss der geschichte,1
Schiss-Gauland,Alexander Gauland,nazizeit,1
Schiss-Gauland,Alexander Gauland,empörung,1
Schiss-Gauland,Alexander Gauland,krawatte,1
Schiss-Gauland,Alexander Gauland,alice weidel,1
Schiss-Gauland,Alexander Gauland,merkel jagen,1
Schiss-Gauland,Alexander Gauland,politiker,1
Schiss-Gauland,Alexander Gauland,angst entscheidungen zu treffen,1
Schiss-Gauland,Alexander Gauland,badehosendiebstahl,1
Schiss-Gauland,Alexander Gauland,scheiße-attacke,1
Schiss-Gauland,Alexander Gauland,extremist,1
Schiss-Gauland,Alexander Gauland,alt,1
Schiss-Gauland,Alexander Gauland,schottenkaro,1
Schiss-Gauland,Alexander Gauland,sprüche,1
Schiss-Gauland,Alexander Gauland,faschist,1
Schiss-Gauland,Alexander Gauland,fliegenschiss,1
Schiss-Gauland,Alexander Gauland,holocaust-leugner,1
Schiss-Gauland,Alexander Gauland,vogelschiss in der geschichte,1
Schiss-Gauland,Alexander Gauland,der holocaust,1
Schiss-Gauland,Alexander Gauland,leugner,1
Schmiergeld-Schäuble,Wolfgang Schäuble,cdu,4
Schmiergeld-Schäuble,Wolfgang Schäuble,finanzminister,3
Schmiergeld-Schäuble,Wolfgang Schäuble,politiker,3
Schmiergeld-Schäuble,Wolfgang Schäuble,rollstuhl,2
Schmiergeld-Schäuble,Wolfgang Schäuble,spenden,1
Schmiergeld-Schäuble,Wolfgang Schäuble,koffer mit bargeld,1
Schmiergeld-Schäuble,Wolfgang Schäuble,schreiber,1
Schmiergeld-Schäuble,Wolfgang Schäuble,illegale geschäfte,1
Schmiergeld-Schäuble,Wolfgang Schäuble,neoliberal,1
Schmiergeld-Schäuble,Wolfgang Schäuble,inkompetent,1
Schmiergeld-Schäuble,Wolfgang Schäuble,war in skandale verwickelt,1
Schmiergeld-Schäuble,Wolfgang Schäuble,hatte wenig spaß am leben,1
Schmiergeld-Schäuble,Wolfgang Schäuble,aus bayern,1
Schmiergeld-Schäuble,Wolfgang Schäuble,bestechlich,1
Schmiergeld-Schäuble,Wolfgang Schäuble,unbeliebt,1
Schmiergeld-Schäuble,Wolfgang Schäuble,korruption,1
Schmiergeld-Schäuble,Wolfgang Schäuble,schwarze null,1
Schmiergeld-Schäuble,Wolfgang Schäuble,kriminell,1
Schmiergeld-Schäuble,Wolfgang Schäuble,korrupt,1
Schmiergeld-Schäuble,Wolfgang Schäuble,skandal,1
Schmiergeld-Schäuble,Wolfgang Schäuble,bestechungsvorwürfe,1
Schmiergeld-Schäuble,Wolfgang Schäuble,bestechungsskandal,1
Schmiergeld-Schäuble,Wolfgang Schäuble,waffenhandel,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,alter mann,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,macht viel mit alter technik,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,kompetent,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,spielerlegende,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,hat den fußball an den nagel gehangen,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,übernimmt schreibmaschine,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,bürotätigkeit,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,vergangenheit,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,keine computer,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,modernisierung,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,steuern,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,fc bayern,1
Schreibmaschinen-Hoeneß,Uli Hoeneß,großzügig,1
Schubladen-Schäuble,Wolfgang Schäuble,attentat,3
Schubladen-Schäuble,Wolfgang Schäuble,rollstuhl,2
Schubladen-Schäuble,Wolfgang Schäuble,denkt in schubladen,1
Schubladen-Schäuble,Wolfgang Schäuble,engstirnig,1
Schubladen-Schäuble,Wolfgang Schäuble,konservativ,1
Schubladen-Schäuble,Wolfgang Schäuble,cdu-politiker im rollstuhl,1
Schubladen-Schäuble,Wolfgang Schäuble,bestechlich,1
Schubladen-Schäuble,Wolfgang Schäuble,unehrlich,1
Schubladen-Schäuble,Wolfgang Schäuble,finanzminister,1
Schubladen-Schäuble,Wolfgang Schäuble,verstorben,1
Schubladen-Schäuble,Wolfgang Schäuble,parteispenden,1
Schubladen-Schäuble,Wolfgang Schäuble,helmut kohl,1
Schubladen-Schäuble,Wolfgang Schäuble,spenden-affäre,1
Schubladen-Schäuble,Wolfgang Schäuble,cdu,1
Schubladen-Schäuble,Wolfgang Schäuble,spenden in schubladen verschwunden,1
Schubladen-Schäuble,Wolfgang Schäuble,vertuschte einnahmen,1
Schubladen-Schäuble,Wolfgang Schäuble,erhaltene papiere,1
Schubladen-Schäuble,Wolfgang Schäuble,minister,1
Schubladen-Schäuble,Wolfgang Schäuble,affäre,1
Schubladen-Schäuble,Wolfgang Schäuble,spenden,1
Schulden-Schäuble,Wolfgang Schäuble,finanzminister,5
Schulden-Schäuble,Wolfgang Schäuble,schwarze null,4
Schulden-Schäuble,Wolfgang Schäuble,cdu,4
Schulden-Schäuble,Wolfgang Schäuble,politiker,3
Schulden-Schäuble,Wolfgang Schäuble,konservativ,2
Schulden-Schäuble,Wolfgang Schäuble,langweilig,1
Schulden-Schäuble,Wolfgang Schäuble,neoliberal,1
Schulden-Schäuble,Wolfgang Schäuble,makroökonomisch ungebildet,1
Schulden-Schäuble,Wolfgang Schäuble,rollstuhlfahrer,1
Schulden-Schäuble,Wolfgang Schäuble,gestorben,1
Schulden-Schäuble,Wolfgang Schäuble,unbeliebt,1
Schulden-Schäuble,Wolfgang Schäuble,schulden,1
Schulden-Schäuble,Wolfgang Schäuble,rollstuhl,1
Schulden-Schäuble,Wolfgang Schäuble,deutschland,1
Schulden-Schäuble,Wolfgang Schäuble,verschuldung der bundesrepublik,1
Schulden-Schäuble,Wolfgang Schäuble,schlechte entscheidungen,1
Schulden-Schäuble,Wolfgang Schäuble,schuldenabneigung,1
Schulden-Schäuble,Wolfgang Schäuble,bestechungs-skandal,1
Schulden-Schäuble,Wolfgang Schäuble,geizig,1
Schuldenberg-Scholz,Olaf Scholz,kanzler,2
Schuldenberg-Scholz,Olaf Scholz,macht schulden ohne ende,1
Schuldenberg-Scholz,Olaf Scholz,kann nicht sparen,1
Schuldenberg-Scholz,Olaf Scholz,inkompetent,1
Schuldenberg-Scholz,Olaf Scholz,lachnummer,1
Schuldenberg-Scholz,Olaf Scholz,er macht viele schulden in hamburg und deutschland,1
Schuldenberg-Scholz,Olaf Scholz,cum-ex-skandale,1
Schuldenberg-Scholz,Olaf Scholz,bundeskanzler in corona,1
Schuldenberg-Scholz,Olaf Scholz,erinnerungslücken,1
Schuldenberg-Scholz,Olaf Scholz,nicht wählbar,1
Schuldenberg-Scholz,Olaf Scholz,hohen neuverschuldung durch corona und ukrainekrieg,1
Schuldenberg-Scholz,Olaf Scholz,schattenhaushalt,1
Schuldenberg-Scholz,Olaf Scholz,bundesverfassungsgericht,1
Schuldenberg-Scholz,Olaf Scholz,bundeskanzler,1
Schuldenberg-Scholz,Olaf Scholz,aussetzen der schuldenbremse,1
Schuldenberg-Scholz,Olaf Scholz,immer mehr schulden,1
Schuldenberg-Scholz,Olaf Scholz,cum-ex,1
Schuldenberg-Scholz,Olaf Scholz,weil während scholzes amtszeit extrem viele schulden aufgenommen wurden,1
Schuldenberg-Scholz,Olaf Scholz,mitgrund des problems,1
Schuldenberg-Scholz,Olaf Scholz,weiß angeblich zu helfen,1
Schuldenberg-Scholz,Olaf Scholz,hamburg,1
Schuldenberg-Scholz,Olaf Scholz,finanzen,1
Schuldenberg-Scholz,Olaf Scholz,gemauschel,1
Schuldenberg-Scholz,Olaf Scholz,schulden,1
Schuldenberg-Scholz,Olaf Scholz,geldhinterziehung,1
Schuldenberg-Scholz,Olaf Scholz,glatze,1
Schuldenbremse-Merkel,Angela Merkel,kanzlerin,2
Schuldenbremse-Merkel,Angela Merkel,geld sparen,1
Schuldenbremse-Merkel,Angela Merkel,verlogen,1
Schuldenbremse-Merkel,Angela Merkel,taschenspielertricks,1
Schuldenbremse-Merkel,Angela Merkel,etablierung der schuldenbremse,1
Schuldenbremse-Merkel,Angela Merkel,schwäbische hausfrau,1
Schuldenbremse-Merkel,Angela Merkel,wolfgang schäuble,1
Schuldenbremse-Merkel,Angela Merkel,abbau von sozialleistungen,1
Schuldenbremse-Merkel,Angela Merkel,lügnerin,1
Schuldenbremse-Merkel,Angela Merkel,schande für deutschland,1
Schuldenbremse-Merkel,Angela Merkel,schwarze null,1
Schuldenbremse-Merkel,Angela Merkel,haushalt,1
Schuldenbremse-Merkel,Angela Merkel,finanzministerium,1
Schuldenbremse-Merkel,Angela Merkel,keine schulden,1
Schuldenbremse-Merkel,Angela Merkel,sparen,1
Schuldenbremse-Merkel,Angela Merkel,haushaltsdisziplin,1
Schuldenbremse-Merkel,Angela Merkel,schuldenbremse,1
Schuldenbremse-Merkel,Angela Merkel,schlechte finanzpolitik,1
Schuldenbremse-Merkel,Angela Merkel,neoliberalismus,1
Schuldenbremse-Merkel,Angela Merkel,grundgesetz,1
Schuldenbremse-Merkel,Angela Merkel,bundeskanzlerin,1
Schuldenbremse-Merkel,Angela Merkel,schuldenbremse in deutschland wird eingeführt und merkel macht sich dafür stark,1
Schuldenbremse-Merkel,Angela Merkel,zapfenstreich,1
Schuldenbremse-Merkel,Angela Merkel,finanzen,1
Schuldenbremse-Merkel,Angela Merkel,kanzler,1
Schuldenbremse-Merkel,Angela Merkel,dumme idee,1
Schuldenbremse-Merkel,Angela Merkel,stur,1
Schuldenbremse-Merkel,Angela Merkel,altbundeskanzler,1
Schuldenbremse-Merkel,Angela Merkel,einschränkung der staatlichen möglichkeit,1
Schuldenbremse-Merkel,Angela Merkel,kredite aufzunehmen,1
Schuldenbremse-Merkel,Angela Merkel,große koalition,1
Schuldkult-Weidel,Alice Weidel,afd,10
Schuldkult-Weidel,Alice Weidel,rechts,4
Schuldkult-Weidel,Alice Weidel,erinnerungskultur,2
Schuldkult-Weidel,Alice Weidel,geschichtsunterricht,1
Schuldkult-Weidel,Alice Weidel,rechtspopulistisch,1
Schuldkult-Weidel,Alice Weidel,relativierung von verbrechen,1
Schuldkult-Weidel,Alice Weidel,machthungrig,1
Schuldkult-Weidel,Alice Weidel,brutal,1
Schuldkult-Weidel,Alice Weidel,unmenschlich,1
Schuldkult-Weidel,Alice Weidel,undemokratisch,1
Schuldkult-Weidel,Alice Weidel,vorsitzende,1
Schuldkult-Weidel,Alice Weidel,will kein schuldgefühl der deutschen wegen holocaust,1
Schuldkult-Weidel,Alice Weidel,rechtsextremismus,1
Schuldkult-Weidel,Alice Weidel,abwertung des holocaust,1
Schuldkult-Weidel,Alice Weidel,nationalstolz,1
Schuldkult-Weidel,Alice Weidel,zweiter weltkrieg,1
Schuldkult-Weidel,Alice Weidel,heuchlerin,1
Schuldkult-Weidel,Alice Weidel,neoliberal,1
Schuldkult-Weidel,Alice Weidel,menschenfeindin,1
Schuldkult-Weidel,Alice Weidel,liebt eine frau,1
Schuldkult-Weidel,Alice Weidel,lebt in der schweiz,1
Schuldkult-Weidel,Alice Weidel,schuld der nazis ablegen,1
Schuldkult-Weidel,Alice Weidel,populistisch,1
Schuldkult-Weidel,Alice Weidel,gefährlich,1
Schuldkult-Weidel,Alice Weidel,afd-politikerin,1
Schuldkult-Weidel,Alice Weidel,holocaust-verniedlichung,1
Schuldkult-Weidel,Alice Weidel,reaktionär,1
Schuldkult-Weidel,Alice Weidel,will deutsche schuld tilgen,1
Schuldkult-Weidel,Alice Weidel,afd-vorsitzende,1
Schuldkult-Weidel,Alice Weidel,lesbisch,1
Schuldkult-Weidel,Alice Weidel,populismus,1
Schuldkult-Weidel,Alice Weidel,nazi-deutschland,1
Schuldkult-Weidel,Alice Weidel,schuldumkehr,1
Schuldkult-Weidel,Alice Weidel,holocaust-verharmlosung,1
Schuldkult-Weidel,Alice Weidel,vorsitzende der afd,1
Schuldkult-Weidel,Alice Weidel,lebt mit einer frau zusammen,1
Schuldkult-Weidel,Alice Weidel,revision der geschichte nach 2. weltkrieg,1
Schuldkult-Weidel,Alice Weidel,plagiatsverdacht doktorarbeit,1
Schuldkult-Weidel,Alice Weidel,geschichte,1
Schuldkult-Weidel,Alice Weidel,nationalsozialismus,1
Schuldkult-Weidel,Alice Weidel,frühere generationen,1
Schummel-Giffey,Franziska Giffey,politikerin,2
Schummel-Giffey,Franziska Giffey,spd,2
Schummel-Giffey,Franziska Giffey,doktorarbeit,2
Schummel-Giffey,Franziska Giffey,plagiat,1
Schummel-Giffey,Franziska Giffey,plagiatsäffäre,1
Schummel-Giffey,Franziska Giffey,schummlerin,1
Schummel-Giffey,Franziska Giffey,sozialdemokratin,1
Schummel-Giffey,Franziska Giffey,sie zog sich aus der verantwortung,1
Schummel-Giffey,Franziska Giffey,berlin wahl,1
Schummel-Giffey,Franziska Giffey,schwierige persönlichkeit,1
Schummel-Giffey,Franziska Giffey,unangenehme person,1
Schummel-Giffey,Franziska Giffey,unangenehme stimme,1
Schummel-Giffey,Franziska Giffey,betrügerin,1
Schummel-Giffey,Franziska Giffey,lügnerin,1
Schummel-Giffey,Franziska Giffey,schande für deutschland,1
Schummel-Giffey,Franziska Giffey,regierende,1
Schummel-Giffey,Franziska Giffey,berlin,1
Schummel-Giffey,Franziska Giffey,wirtschaftssenatorin,1
Schummel-Giffey,Franziska Giffey,bundesfamilienministerin,1
Schummel-Giffey,Franziska Giffey,in der abschlussarbeit betrogen,1
Schummel-Giffey,Franziska Giffey,sie hat ihren doktortitel erkauft und von jemand anderem die doktorarbeit schreiben lassen beziehungsweise sie abgeschrieben,1
Schummel-Giffey,Franziska Giffey,familie,1
Schummel-Giffey,Franziska Giffey,medienkampagne,1
Schummel-Giffey,Franziska Giffey,"""robert schmidt""",1
Schummel-Giffey,Franziska Giffey,politisch missliebig,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,cdu,3
Schwarzgeld-Schäuble,Wolfgang Schäuble,betrug,2
Schwarzgeld-Schäuble,Wolfgang Schäuble,politiker,2
Schwarzgeld-Schäuble,Wolfgang Schäuble,rollstuhl,2
Schwarzgeld-Schäuble,Wolfgang Schäuble,cdu-spendenaffäre,2
Schwarzgeld-Schäuble,Wolfgang Schäuble,schwarzgeldaffäre,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,chaos,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,korruption,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,geldkoffer,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,spendenaffäre,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,verlorene zugangsdaten,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,kontrovers,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,politische konsequenzen,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,koffer-affäre,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,helmut kohl,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,bundestagspräsident,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,ehemaliger finanzminister,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,schwarze null,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,spendenbetrug,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,mögliche finanzaspekte,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,kontroversen,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,politische diskussionen,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,illegal,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,geldwäsche,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,steuerhinterziehung,1
Schwarzgeld-Schäuble,Wolfgang Schäuble,eine millionen euro spende,1
