target_pnc;target_name;first-association;count-per-first-association;all-associations;count-per-association;total-count-associations;perception;perception-median;perception-avg;age;percentage-known;cleaned-first;cleaned-associations;annotator_count;all_ages;origin
Ampel-Söder;Markus Söder;['wendehals', 'er arbeitet sich nur an der ampel ab', 'csu', 'csu-vorsitz', 'söder kritisiert nur die ampel obwohl die cdu/csu an vielen themen im lande schuld ist.', 'gegen die ampel', 'bayern', 'überheblich'];[1, 1, 1, 1, 1, 1, 1, 1];['csu', 'wendehals', 'lügner', 'ändert ständig seine meinung', 'er arbeitet sich nur an der ampel ab', 'kontrahent zu berlin', 'populist', 'dagegen', 'neuwahlen', 'csu-vorsitz', 'kritisiert die ampelregierung', 'neuwahl', 'söder kritisiert nur die ampel obwohl die cdu/csu an vielen themen im lande schuld ist.', 'gegen die ampel', 'große kritik', 'bayern', 'schauen sie', 'überheblich', 'einmische', 'großmaul'];[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];20;[4.0, 4.0, 5.0, 5.0, 5.0, 3.0, 4.0, 5.0];4.5;4.375;['30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39'];50;['wendehals', 'er arbeitet sich nur an der ampel ab', 'csu', 'csu-vorsitz', 'söder kritisiert nur die ampel obwohl die cdu/csu an vielen themen im lande schuld ist.', 'gegen die ampel', 'bayern', 'überheblich'];[['wendehals', 'lügner', 'ändert ständig seine meinung'], ['er arbeitet sich nur an der ampel ab', 'kontrahent zu berlin', 'populist'], ['csu', 'dagegen', 'neuwahlen'], ['csu-vorsitz', 'kritisiert die ampelregierung', 'neuwahl'], ['söder kritisiert nur die ampel obwohl die cdu/csu an vielen themen im lande schuld ist.'], ['gegen die ampel', 'große kritik'], ['bayern', 'schauen sie', 'csu'], ['überheblich', 'einmische', 'großmaul']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
Apartheid-Gabriel;Sigmar Gabriel;['niedersachsen', 'spd-politiker', 'rechts', 'spd'];[2, 1, 1, 1];['spd', 'niedersachsen', 'spd-politiker', 'mittelmäßig', 'rechts', 'einwanderung', 'flüchtlinge', 'frei schnauze', 'harz', 'minister', 'berater'];[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1];11;[2.0, 3.0, 2.0, 1.0, 2.0];2;2;['30-39', '50-59', '40-49', '50-59', '60-69'];33.33333333;['spd-politiker', 'rechts', 'niedersachsen', 'niedersachsen', 'spd'];[['spd-politiker', 'mittelmäßig'], ['rechts', 'einwanderung', 'flüchtlinge', 'spd'], ['niedersachsen', 'spd', 'frei schnauze'], ['niedersachsen', 'harz'], ['spd', 'minister', 'berater']];15;['20-29', '30-39', '30-39', '30-39', '40-49', '50-59', '40-49', '30-39', '40-49', '30-39', '50-59', '60-69', '70+', '20-29', '50-59'];prolific
Armani-Schröder;Gerhard Schröder;['bundeskanzler', 'gerd-show', 'piekfeiner kanzler', 'teure anzüge', 'reich', 'altkanzler', 'politiker', 'altbundeskanzler'];[4, 1, 1, 1, 1, 1, 1, 1];['bundeskanzler', 'spd', 'gerd-show', 'bierlied', 'sozialdemokrat', 'piekfeiner kanzler', 'etwas abgehoben', 'hat sich mit russland eingelassen', 'teure anzüge', 'reiches umfeld', 'überheblichkeit', 'reich', 'luxus', 'arrogant', 'russland', 'gazprom', 'luxuskleidung', 'haare färben', 'doris', 'politik', 'designer-kleidung', 'kaschmir-mantel', 'armani-klamotten', 'armani-uhren', 'altkanzler', 'putin', 'politiker', 'eingebildet', 'alt', 'altbundeskanzler', 'agenda 2010', 'irakkrieg', 'medienhetze'];[6, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];33;[3.0, 4.0, 2.0, 3.0, 4.0, 3.0, 2.0, 2.0, 4.0, 5.0, 1.0];3;3;['30-39', '20-29', '50-59', '30-39', '30-39', '30-39', '30-39', '20-29', '40-49', '30-39', '60-69'];68.75;['gerd-show', 'piekfeiner kanzler', 'teure anzüge', 'reich', 'bundeskanzler', 'bundeskanzler', 'bundeskanzler', 'bundeskanzler', 'altkanzler', 'politiker', 'altbundeskanzler'];[['gerd-show', 'bundeskanzler', 'bierlied', 'sozialdemokrat'], ['piekfeiner kanzler', 'etwas abgehoben', 'hat sich mit russland eingelassen'], ['teure anzüge', 'reiches umfeld', 'überheblichkeit'], ['reich', 'bundeskanzler', 'spd', 'luxus'], ['bundeskanzler', 'arrogant', 'russland', 'gazprom', 'luxuskleidung'], ['bundeskanzler', 'haare färben', 'doris', 'spd', 'politik'], ['bundeskanzler', 'designer-kleidung', 'kaschmir-mantel'], ['bundeskanzler', 'armani-klamotten', 'armani-uhren'], ['altkanzler', 'spd', 'putin'], ['politiker', 'eingebildet', 'alt'], ['altbundeskanzler', 'spd', 'agenda 2010', 'irakkrieg', 'medienhetze']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
Asyltourismus-Söder;Markus Söder;['politik', 'bayern', 'cdu-politiker', 'er macht manchmal politik gegen migranten', 'rechts', 'csu', 'großes aufkommen von asylsuchenden 2020 und 2021'];[2, 2, 1, 1, 1, 1, 1];['bayern', 'politik', 'grau', 'cdu-politiker', 'er macht manchmal politik gegen migranten', 'rechts', 'migration', 'flüchtlinge', 'aiwanger', 'rechter populismus', 'franken', 'stammtisch', 'sprüche', 'csu', 'ministepräsident', 'wiesn', 'möchtegern-kanzler', 'großes aufkommen von asylsuchenden 2020 und 2021', 'öffnung der grenzen', 'oft ohne politische verfolgung', 'viele länder dabei die zu sicheren herkunftsländern gelten', 'ablehnung von söder', 'minister', 'balkanroute'];[6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];24;[4.0, 3.0, 3.0, 4.0, 4.0, 1.0, 3.0, 4.0, 3.0];3;3.222222222;['20-29', '30-39', '40-49', '50-59', '40-49', '50-59', '60-69', '70+', '50-59'];60;['politik', 'cdu-politiker', 'er macht manchmal politik gegen migranten', 'rechts', 'bayern', 'bayern', 'csu', 'großes aufkommen von asylsuchenden 2020 und 2021', 'politik'];[['politik', 'bayern', 'grau'], ['cdu-politiker', 'bayern'], ['er macht manchmal politik gegen migranten'], ['rechts', 'bayern', 'migration', 'flüchtlinge'], ['bayern', 'aiwanger', 'rechter populismus'], ['bayern', 'franken', 'stammtisch', 'sprüche'], ['csu', 'bayern', 'ministepräsident', 'wiesn', 'möchtegern-kanzler'], ['großes aufkommen von asylsuchenden 2020 und 2021', 'öffnung der grenzen', 'oft ohne politische verfolgung', 'viele länder dabei die zu sicheren herkunftsländern gelten', 'ablehnung von söder'], ['politik', 'minister', 'balkanroute']];15;['20-29', '30-39', '30-39', '30-39', '40-49', '50-59', '40-49', '30-39', '40-49', '30-39', '50-59', '60-69', '70+', '20-29', '50-59'];prolific
Atom-Greta;Greta Thunberg;['klima', 'verschwörung', 'umwelt', 'stark', 'klimaaktivistin', 'natur', 'klimaschutz', 'fridays for future', 'atomkraft-support', 'umweltaktivistin', 'klimawandel'];[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];['umwelt', 'klimawandel', 'klima', 'aktivistin', 'verschwörung', 'nachhaltigkeit', 'protest', 'stark', 'kräftig', 'klimaaktivistin', 'fridaysforfuture', 'pro atomkraft', 'natur', 'kämpferin', 'aggressiv', 'klimaschutz', 'jung', 'radikale ansichten', 'vorbild für jugendliche', 'fridays for future', 'grün', 'pro palästina', 'kohle versus nuklear', 'atomkraft-support', 'klimaaktivist', 'abschaltung atomkraftwerke', 'umweltaktivistin', 'meinung zu spitznamen-vergabe', 'bezug zur atomenergie', 'relevante umweltthemen', 'junge aktivistin', 'demo', 'klima-aktivisten', 'atomkraftwerke nicht abschalten'];[3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];34;[3.0, 2.0, 1.0, 1.0, 3.0, 3.0, 3.0, 4.0, 4.0, 2.0, 4.0, 3.0];3;2.75;['30-39', '20-29', '20-29', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '30-39', '20-29'];80;['verschwörung', 'umwelt', 'stark', 'klimaaktivistin', 'natur', 'klimaschutz', 'fridays for future', 'atomkraft-support', 'umweltaktivistin', 'klima', 'klima', 'klimawandel'];[['verschwörung', 'umwelt', 'nachhaltigkeit'], ['umwelt', 'protest', 'klimawandel'], ['stark', 'kräftig'], ['klimaaktivistin', 'fridaysforfuture', 'pro atomkraft'], ['natur', 'kämpferin', 'aggressiv'], ['klimaschutz', 'jung', 'radikale ansichten', 'vorbild für jugendliche'], ['fridays for future', 'grün', 'pro palästina', 'kohle versus nuklear'], ['atomkraft-support', 'klimaaktivist', 'abschaltung atomkraftwerke'], ['umweltaktivistin', 'meinung zu spitznamen-vergabe', 'bezug zur atomenergie', 'relevante umweltthemen', 'junge aktivistin'], ['klima', 'umwelt', 'aktivistin', 'demo'], ['klima', 'aktivistin'], ['klimawandel', 'klima-aktivisten', 'atomkraftwerke nicht abschalten']];15;['30-39', '30-39', '20-29', '50-59', '20-29', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '30-39', '30-39', '20-29'];prolific
Atom-Merkel;Angela Merkel;['bundeskanzlerin', 'energiewende', 'putin-nah', 'mehr förderung der kohlekraftwerke als atomkraftwerke', 'atomaustieg', 'grüne energie', 'atomausstieg nach fukushima-katastrophe', 'verantwortlich für deutschen atomausstieg', 'atom-ausstieg', 'ex-bundeskanlerin', 'mutti', 'atomausstieg', 'kanzlerin'];[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];['cdu', 'fukushima', 'bundeskanzlerin', 'kanzlerin', 'energiewende', 'deutschland', 'frau', 'atomausstieg', 'umweltpolitik', 'kernkraftabschaltung', 'einer der ersten atomausstiege in europa', 'putin-nah', 'undurchdacht', 'aktionismus', 'abgetreten', 'hat atomausstieg vorangebracht', 'mehr förderung der kohlekraftwerke als atomkraftwerke', 'deutschlands komplette abwendung von der atomenergie', 'subventionierung von erneuerbaren energien', 'neoliberal', 'hausfrau', 'atomaustieg', 'raute', 'freundin putins', 'grüne energie', 'politische voreiligkeit', 'atomausstieg nach fukushima-katastrophe', 'deutsche kanzlerin', 'verantwortlich für deutschen atomausstieg', 'ehemalige kanzlerin', 'atom-ausstieg', 'ex-bundeskanlerin', 'ex-cdu_vorsitzende', 'kommt aus ostdeutschland', 'mutti', 'das schaffen wir', 'kohlekraftwerke', 'atomstrom'];[4, 4, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];38;[1, 3, 1, 4, 5, 3, 0, 4, 3, 2, 4, 0, 2, 2];2.5;2.428571429;['30-39', '40-49', '40-49', '30-39', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];93.33333333;['energiewende', 'putin-nah', 'bundeskanzlerin', 'mehr förderung der kohlekraftwerke als atomkraftwerke', 'bundeskanzlerin', 'atomaustieg', 'grüne energie', 'atomausstieg nach fukushima-katastrophe', 'verantwortlich für deutschen atomausstieg', 'atom-ausstieg', 'ex-bundeskanlerin', 'mutti', 'atomausstieg', 'kanzlerin'];[['energiewende', 'umweltpolitik', 'kernkraftabschaltung', 'einer der ersten atomausstiege in europa'], ['putin-nah', 'undurchdacht', 'aktionismus'], ['bundeskanzlerin', 'deutschland', 'abgetreten', 'frau', 'hat atomausstieg vorangebracht'], ['mehr förderung der kohlekraftwerke als atomkraftwerke', 'deutschlands komplette abwendung von der atomenergie', 'atomausstieg', 'subventionierung von erneuerbaren energien'], ['bundeskanzlerin', 'neoliberal', 'cdu', 'hausfrau'], ['atomaustieg', 'raute', 'freundin putins', 'fukushima'], ['grüne energie', 'energiewende', 'politische voreiligkeit'], ['atomausstieg nach fukushima-katastrophe', 'cdu', 'deutsche kanzlerin'], ['verantwortlich für deutschen atomausstieg', 'ehemalige kanzlerin', 'deutschland', 'frau'], ['atom-ausstieg', 'kanzlerin', 'cdu', 'fukushima'], ['ex-bundeskanlerin', 'ex-cdu_vorsitzende', 'kommt aus ostdeutschland'], ['mutti', 'das schaffen wir', 'bundeskanzlerin'], ['atomausstieg', 'kanzlerin', 'fukushima'], ['kanzlerin', 'cdu', 'kohlekraftwerke', 'atomstrom', 'fukushima']];15;['30-39', '40-49', '40-49', '30-39', '40-49', '40-49', '30-39', '30-39', '50-59', '30-39', '60-69', '50-59', '30-39', '20-29', '30-39'];prolific
Atom-Putin;Vladimir Putin;['russland', 'präsident', 'bedrohung', 'droht mit atom-krieg', 'krieg', 'atombomben', 'invasion der ukraine', 'drohte mit atom-bombe', 'diktator', 'eine nuklear-schlag-drohung nach der anderen', 'uran aus russland', 'ukraine-krieg'];[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];['russland', 'präsident', 'krieg', 'diktator', 'atombomben', 'diktatur', 'unberechenbar', 'drohungen', 'ukrainekrieg', 'bedrohung', 'gefährlich', 'böse', 'droht mit atom-krieg', 'ukraine', 'krim', 'russland atommacht', 'invasion der ukraine', 'langstreckenraketen', 'autokrat', 'kriegsverbrecher', 'drohte mit atom-bombe', 'konservativ', 'tot', 'eine nuklear-schlag-drohung nach der anderen', 'aufrüstung', 'größenwahnsinniger autokrat', 'uran aus russland', 'drohung mit nuklearschlag', 'aufrüstung nuklearer waffen in russland', 'atomwaffen', 'konflikt', 'gefahr', 'atomdrohungen', 'ukraine-krieg', 'kapitalistisches russland', 'oligarchen', 'konflikt mit westen'];[6, 4, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];37;[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 3];5;4.642857143;['30-39', '60-69', '40-49', '20-29', '50-59', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '30-39', '20-29', '20-29'];93.33333333;['bedrohung', 'droht mit atom-krieg', 'krieg', 'atombomben', 'invasion der ukraine', 'russland', 'drohte mit atom-bombe', 'präsident', 'diktator', 'eine nuklear-schlag-drohung nach der anderen', 'uran aus russland', 'präsident', 'russland', 'ukraine-krieg'];[['bedrohung', 'gefährlich', 'böse'], ['droht mit atom-krieg', 'ukraine', 'krim'], ['krieg', 'russland atommacht', 'diktator'], ['atombomben', 'diktatur', 'krieg'], ['invasion der ukraine', 'langstreckenraketen', 'unberechenbar', 'autokrat'], ['russland', 'präsident', 'kriegsverbrecher'], ['drohte mit atom-bombe', 'konservativ', 'diktatur', 'russland'], ['präsident', 'russland', 'atombomben', 'drohungen', 'unberechenbar'], ['diktator', 'drohungen', 'russland', 'krieg', 'tot'], ['eine nuklear-schlag-drohung nach der anderen', 'ukrainekrieg', 'aufrüstung', 'größenwahnsinniger autokrat'], ['uran aus russland', 'drohung mit nuklearschlag', 'aufrüstung nuklearer waffen in russland'], ['präsident', 'russland', 'atomwaffen', 'konflikt', 'gefahr'], ['russland', 'präsident', 'atomdrohungen', 'ukrainekrieg'], ['ukraine-krieg', 'kapitalistisches russland', 'oligarchen', 'konflikt mit westen']];15;['30-39', '60-69', '40-49', '20-29', '50-59', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '30-39', '20-29', '20-29', '20-29'];prolific
Audi-Andi;Andreas Scheuer;['autobahnmaut', 'korruption', 'verkehrsminister', 'eitelkeit', 'maut', 'informell'];[1, 1, 1, 1, 1, 1];['lobbyismus', 'politiker', 'verkehrsminister', 'automobilindustrie', 'csu', 'autobahnmaut', 'geldverschwendung', 'korruption', 'verbrecher', 'kontrovers', 'eitelkeit', 'ignorant', 'maut', 'muss ins gefängnis', 'verschleuderte milliarden steuergelder', 'schleimig', 'informell', 'humorvoll', 'kontroversen'];[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];19;[5.0, 5.0, 2.0, 4.0, 5.0, 3.0];4.5;4;['30-39', '30-39', '30-39', '60-69', '30-39', '30-39'];40;['autobahnmaut', 'korruption', 'verkehrsminister', 'eitelkeit', 'maut', 'informell'];[['autobahnmaut', 'geldverschwendung', 'lobbyismus'], ['korruption', 'lobbyismus', 'verbrecher', 'politiker'], ['verkehrsminister', 'kontrovers', 'automobilindustrie'], ['eitelkeit', 'ignorant', 'csu'], ['maut', 'csu', 'verkehrsminister', 'muss ins gefängnis', 'verschleuderte milliarden steuergelder', 'schleimig'], ['informell', 'humorvoll', 'politiker', 'automobilindustrie', 'kontroversen']];15;['30-39', '30-39', '20-29', '50-59', '20-29', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '30-39', '30-39', '20-29'];prolific
Aufschrei-Brüderle;Rainer Brüderle;['#aufschrei', 'mögliche verbindung zu öffentlichen kontroversen'];[1, 1];['#aufschrei', 'sexismus', 'laura himmelreich', 'mögliche verbindung zu öffentlichen kontroversen', 'politische diskussionen', 'öffentliche wahrnehmung'];[1, 1, 1, 1, 1, 1];6;[5.0, 3.0];4;4;['20-29', '30-39'];13.33333333;['#aufschrei', 'mögliche verbindung zu öffentlichen kontroversen'];[['#aufschrei', 'sexismus', 'laura himmelreich'], ['mögliche verbindung zu öffentlichen kontroversen', 'politische diskussionen', 'öffentliche wahrnehmung']];15;['30-39', '30-39', '20-29', '50-59', '20-29', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '30-39', '30-39', '20-29'];prolific
Augustus-Amthor;Philipp Amthor;['ein 2. vorname', 'aktien', 'affäre', 'es gab einen skandal als er für dies augustus-firma werbung gemacht hat', 'jung', 'unreif', 'cdu-witzfigur'];[1, 1, 1, 1, 1, 1, 1];['cdu', 'ein 2. vorname', 'die sicherheitsfirma von der er sich mal hat anwerben lassen', 'aktien', 'korruption', 'einflussnahme', 'affäre', 'augustus intelligence', 'es gab einen skandal als er für dies augustus-firma werbung gemacht hat', 'jung', 'eloquent', 'unreif', 'nervig', 'überheblich', 'cdu-witzfigur', 'betrüger', 'augustus-intelligence-affäre'];[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];17;[4.0, 3.0, 4.0, 5.0, 3.0, 1.0, 4.0];4;3.428571429;['20-29', '30-39', '30-39', '30-39', '40-49', '30-39', '60-69'];43.75;['ein 2. vorname', 'aktien', 'affäre', 'es gab einen skandal als er für dies augustus-firma werbung gemacht hat', 'jung', 'unreif', 'cdu-witzfigur'];[['ein 2. vorname', 'die sicherheitsfirma von der er sich mal hat anwerben lassen'], ['aktien', 'korruption', 'einflussnahme', 'cdu'], ['affäre', 'augustus intelligence'], ['es gab einen skandal als er für dies augustus-firma werbung gemacht hat'], ['jung', 'cdu', 'eloquent'], ['unreif', 'nervig', 'überheblich'], ['cdu-witzfigur', 'betrüger', 'augustus-intelligence-affäre']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
BVB-Brandt;Julian Brandt;['fußballspieler', 'fußball', 'blond', 'bvb'];[3, 1, 1, 1];['fußballspieler', 'borussia dortmund', 'bundesliga', 'fußball', 'erfolg', 'stärke', 'blond', 'talentiert', 'freistoß', 'bvb', 'talent', 'dfb', 'verpasstes potenzial', 'sportliche leistungen', 'vereinszugehörigkeit', 'mittelfeld', 'top'];[3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];17;[1.0, 2.0, 3.0, 2.0, 2.0, 1.0];2;1.833333333;['30-39', '20-29', '30-39', '30-39', '30-39', '40-49'];40;['fußball', 'blond', 'fußballspieler', 'bvb', 'fußballspieler', 'fußballspieler'];[['fußball', 'erfolg', 'stärke'], ['blond', 'talentiert', 'freistoß'], ['fußballspieler', 'borussia dortmund', 'bundesliga'], ['bvb', 'talent', 'dfb', 'verpasstes potenzial'], ['fußballspieler', 'borussia dortmund', 'bundesliga', 'sportliche leistungen', 'vereinszugehörigkeit'], ['fußballspieler', 'mittelfeld', 'top']];15;['30-39', '30-39', '20-29', '50-59', '20-29', '0-19', '30-39', '60-69', '30-39', '20-29', '30-39', '40-49', '30-39', '30-39', '20-29'];prolific
Banken-Steinbrück;Peer Steinbrück;['enge kontakte zu banken', 'spd-politiker', 'auch sehr wirtschaftsnah', 'ing', 'bankhilfe', 'kavallerie', 'spd', 'katastrophenaktie'];[1, 1, 1, 1, 1, 1, 1, 1];['enge kontakte zu banken', 'korrupt', 'spd-politiker', 'auch sehr wirtschaftsnah', 'nicht gerade humorvoller typ', 'ing', 'schlagfertig', 'finanzminister', 'bankhilfe', 'eu', 'geld', 'kavallerie', 'beinfreiheit', 'spd', 'minister', 'hamburg', 'schleswig-holstein', 'bankenrettung', 'katastrophenaktie', 'wertlos', 'geldverlust für viele anleger'];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];21;[5.0, 2.0, 4.0, 2.0, 4.0, 1.0, 1.0, 4.0];3;2.875;['30-39', '30-39', '40-49', '40-49', '30-39', '50-59', '60-69', '70+'];53.33333333;['enge kontakte zu banken', 'spd-politiker', 'auch sehr wirtschaftsnah', 'ing', 'bankhilfe', 'kavallerie', 'spd', 'katastrophenaktie'];[['enge kontakte zu banken', 'korrupt'], ['spd-politiker'], ['auch sehr wirtschaftsnah', 'nicht gerade humorvoller typ'], ['ing', 'schlagfertig', 'finanzminister'], ['bankhilfe', 'eu', 'geld'], ['kavallerie', 'beinfreiheit'], ['spd', 'minister', 'hamburg', 'schleswig-holstein', 'bankenrettung'], ['katastrophenaktie', 'wertlos', 'geldverlust für viele anleger']];15;['20-29', '30-39', '30-39', '30-39', '40-49', '50-59', '40-49', '30-39', '40-49', '30-39', '50-59', '60-69', '70+', '20-29', '50-59'];prolific
Bienen-Söder;Markus Söder;['csu', 'bayern', 'aggressiv', 'poltiker'];[2, 2, 1, 1];['bayern', 'csu', 'ministerpräsident', 'meinungsänderung', 'reaktionär', 'etwas prollig', 'volksinitiative', 'rettung der bienen', 'aggressiv', 'unmöglich', 'laut', 'nervig', 'poltiker', 'naturverbunden', 'traditionell', 'fleißig'];[4, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];16;[4.0, 5.0, 3.0, 2.0, 5.0, 4.0];4;3.833333333;['60-69', '40-49', '40-49', '40-49', '30-39', '30-39'];40;['csu', 'csu', 'bayern', 'bayern', 'aggressiv', 'poltiker'];[['csu', 'bayern', 'meinungsänderung'], ['csu', 'bayern', 'ministerpräsident', 'reaktionär'], ['bayern', 'ministerpräsident', 'etwas prollig'], ['bayern', 'ministerpräsident', 'volksinitiative', 'rettung der bienen'], ['aggressiv', 'unmöglich', 'laut', 'nervig'], ['poltiker', 'csu', 'naturverbunden', 'traditionell', 'fleißig']];15;['30-39', '60-69', '40-49', '20-29', '50-59', '40-49', '40-49', '40-49', '30-39', '20-29', '30-39', '30-39', '20-29', '20-29', '20-29'];prolific
Bierdeckel-Merz;Friedrich Merz;['politiker', 'guter gedanke', 'er wollte dass die steuereklärung auf einen bierdeckel passt', 'steuervereinfachung', 'steuerklärung', 'mehr belastungen', 'cdu', 'alter mann', 'cdu-vorsitzender'];[1, 1, 1, 1, 1, 1, 1, 1, 1];['cdu', 'blackrock', 'cdu-vorsitzender', 'politiker', 'wollte die steuern derart vereinfachen dass eine steuererklärung auf einen bierdeckel passt', 'guter gedanke', 'umfaller', 'kann sich nicht durchsetzen', 'er wollte dass die steuereklärung auf einen bierdeckel passt', 'fehlgeschlagen', 'steuervereinfachung', 'sagt was er denkt', 'unbequem', 'steuerklärung', 'einfachheit', 'steuerreform', 'kirchhoff', 'mehr belastungen', 'steuern', 'populist', 'generalsekretär', 'alter mann', 'übergriffig', 'vereinfachte steuererklärung', 'zukünftiger kanzler'];[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];25;[5.0, 2.0, 5.0, 0.0, 1.0, 3.0, 4.0, 5.0, 3.0];3;3.111111111;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '40-49', '30-39', '60-69'];56.25;['politiker', 'guter gedanke', 'er wollte dass die steuereklärung auf einen bierdeckel passt', 'steuervereinfachung', 'steuerklärung', 'mehr belastungen', 'cdu', 'alter mann', 'cdu-vorsitzender'];[['politiker', 'cdu', 'wollte die steuern derart vereinfachen dass eine steuererklärung auf einen bierdeckel passt'], ['guter gedanke', 'blackrock', 'umfaller', 'kann sich nicht durchsetzen'], ['er wollte dass die steuereklärung auf einen bierdeckel passt', 'cdu-vorsitzender', 'fehlgeschlagen'], ['steuervereinfachung', 'sagt was er denkt', 'unbequem'], ['steuerklärung', 'einfachheit', 'steuerreform', 'kirchhoff'], ['mehr belastungen', 'steuern'], ['cdu', 'populist', 'generalsekretär'], ['alter mann', 'übergriffig', 'blackrock'], ['cdu-vorsitzender', 'vereinfachte steuererklärung', 'zukünftiger kanzler']];16;['30-39', '30-39', '20-29', '50-59', '30-39', '20-29', '30-39', '30-39', '20-29', '30-39', '20-29', '30-39', '20-29', '40-49', '30-39', '60-69'];prolific
